APMC,Commodity,Year,min_price,max_price,absolute_fluctuation,relative_fluctuation
Shrirampur,Capsicum,2016,1743,2370,627,35.97246127366609
Karad,Bitter Gourd,2016,2638,3265,627,23.76800606520091
Indapur-Bhigwan,Bajri,2016,1413,2040,627,44.37367303609342
Shahapur,Ridge Gourd,2016,3726,4353,627,16.82769726247987
Khed,Flower,2016,456,1083,627,137.5
Nashik,Water Melon,2016,568,1194,626,110.21126760563381
Ahmednagar,Potato,2016,1037,1663,626,60.36644165863066
Hingoli,GRAM,2016,7536,8162,626,8.3067940552017
Pune-Manjri,Flower,2016,784,1410,626,79.84693877551021
Mangrulpeer,Gram,2015,3727,4353,626,16.79635095250872
Kurdwadi,Sorgum(Jawar),2015,1191,1817,626,52.56087321578505
Arvi,Cotton,2015,4000,4626,626,15.65
Dhule,BAJRI,2016,1080,1706,626,57.96296296296296
Kolhapur,Mango,2016,2874,3500,626,21.781489213639528
Solapur,Jaggery,2015,2158,2784,626,29.008341056533826
Amarawati,SOYBEAN,2016,2219,2845,626,28.210905813429473
Devala,BLACK GRAM,2016,6178,6804,626,10.132729038523793
Indapur-Bhigwan,Gram,2014,1950,2576,626,32.1025641025641
Satara,Capsicum,2015,1761,2387,626,35.547984099943214
Anajngaon Surji,Pigeon Pea (Tur),2016,6214,6840,626,10.074026392018023
Kamthi,Green Chilli,2016,807,1433,626,77.57125154894672
Gadhinglaj,Jaggery,2014,2274,2900,626,27.52858399296394
Ratanagari,Tomato,2015,1032,1658,626,60.65891472868217
Pune,Arvi,2015,1722,2348,626,36.35307781649245
Pune-Manjri,Cucumber,2015,942,1568,626,66.4543524416136
Nashik,CAPSICUM,2016,973,1598,625,64.23432682425488
Kolhapur,Grapes,2015,250,875,625,250.0
Amalner,Coriander (Dry),2015,8750,9375,625,7.142857142857143
Vadgaon Peth,Capsicum,2015,1250,1875,625,50.0
Pune,Potato,2016,1125,1750,625,55.55555555555556
Shrirampur,Shevga,2016,1500,2125,625,41.666666666666664
Sailu,Pigeon Pea (Tur),2015,7786,8411,625,8.027228358592346
Karad,Pavtta,2015,2338,2963,625,26.732249786142003
Sillod-Bharadi,Pigeon Pea (Tur),2014,3050,3675,625,20.491803278688526
Hingoli,Pigeon Pea (Tur),2015,7210,7835,625,8.668515950069349
Nandgaon,Wheat(Husked),2016,1661,2286,625,37.62793497892836
Mehkar,Gram,2015,2883,3508,625,21.67880679847381
Rahata,Ladies Finger,2015,2158,2783,625,28.96200185356812
Pathardi,Wheat(Husked),2014,1508,2133,625,41.44562334217507
Aurangabad,Chikoo,2016,944,1569,625,66.20762711864407
Kolhapur,Strawberi,2015,825,1450,625,75.75757575757575
Dudhani,Bajri,2016,1218,1843,625,51.3136288998358
Kalamb (Os),Wheat(Husked),2016,2119,2744,625,29.495044832468146
Kalyan,Mosambi,2016,2355,2980,625,26.53927813163482
Kolhapur,Beet Root,2016,708,1333,625,88.2768361581921
Mumbai,Split Gram,2016,5454,6079,625,11.45947928126146
Shrirampur,Wal Papdi,2016,2250,2875,625,27.77777777777778
Osmanabad,Potato,2015,650,1275,625,96.15384615384616
Akluj,Ground Nut Pods (Dry),2014,2992,3617,625,20.88903743315508
Pune,Potato,2015,708,1333,625,88.2768361581921
Phaltan,Flower,2016,1300,1925,625,48.07692307692308
Dharangaon,BLACK GRAM,2016,5675,6300,625,11.013215859030836
Karad,Pavata,2015,3000,3625,625,20.833333333333332
Pandharpur,Capsicum,2016,1275,1900,625,49.01960784313726
Shrirampur,Green-Peas,2016,2458,3083,625,25.427176566314078
Pandharpur,Math (Bhaji),2015,875,1500,625,71.42857142857143
Ramtek,Custard Apple,2016,1625,2250,625,38.46153846153846
Karad,Pomegranate,2015,2375,3000,625,26.31578947368421
Vai,Green-Peas,2016,3313,3938,625,18.865076969514035
Shahapur,Bitter Gourd,2015,2525,3150,625,24.752475247524753
Ratanagari,Cluster Bean,2015,3375,4000,625,18.51851851851852
Ramtek,Bottle Gourd,2015,1625,2250,625,38.46153846153846
Kolhapur,Beet Root,2015,1125,1750,625,55.55555555555556
Rahata,Ground Nut Pods (Dry),2015,2938,3563,625,21.272974812797823
Karad,Shevga,2015,2675,3300,625,23.364485981308412
Junnar (Narayangaon),Tomato,2014,1375,2000,625,45.45454545454545
Karad,Green Chilli,2014,2175,2800,625,28.735632183908045
Shrirampur,Orange,2015,1375,2000,625,45.45454545454545
Osmanabad,Carrot,2015,675,1300,625,92.5925925925926
Chandrapur,Papai,2015,1375,2000,625,45.45454545454545
Satara,Ghevda,2014,2875,3500,625,21.73913043478261
Vai,Pavata,2014,2250,2875,625,27.77777777777778
Nandura,Gram,2016,3585,4210,625,17.433751743375176
Sillod,Gram,2016,6425,7050,625,9.727626459143968
Patan,Cluster Bean,2014,2500,3125,625,25.0
Jintur-Bori,Pigeon Pea (Tur),2016,7890,8515,625,7.921419518377693
Bori Arab,Soybean,2014,2610,3235,625,23.946360153256705
Pune-Pimpri,Green-Peas,2016,4500,5125,625,13.88888888888889
Ahmednagar,Cabbage,2016,275,900,625,227.27272727272728
Patan,Pavtta,2016,3875,4500,625,16.129032258064516
Jalgaon Jamod-Aasalgaon,GREEN GRAM,2016,4100,4725,625,15.24390243902439
Patan,Cluster Bean,2014,3000,3625,625,20.833333333333332
Gadhinglaj,Jaggery,2016,2388,3013,625,26.172529313232832
Pune,Tomato,2014,330,955,625,189.3939393939394
Chopda,Sesamum,2015,5385,6010,625,11.606313834726091
Ratanagari,Bitter Gourd,2015,3125,3750,625,20.0
Lonand,Gram,2015,3900,4525,625,16.025641025641026
Chandrapur-Ganjwad,Green-Peas,2015,800,1425,625,78.125
Murud,Rice(Paddy-Hus),2016,2542,3167,625,24.586939417781274
Jalgaon Jamod-Aasalgaon,PIGEON PEA (TUR),2016,4825,5450,625,12.953367875647668
Kurdwadi-Modnimb,Onion,2016,117,742,625,534.1880341880342
Shrirampur,Lemon,2014,2813,3438,625,22.218272307145398
Ratanagari,Bitter Gourd,2014,2625,3250,625,23.80952380952381
Rahata,Brinjal,2016,1158,1783,625,53.972366148531954
Ratanagari,Green-Peas,2015,3333,3958,625,18.751875187518753
Shrirampur,Orange,2014,2375,3000,625,26.31578947368421
Pune,Gr.Nut Kernels,2016,7525,8150,625,8.305647840531561
Sangrampur-Varvatbakal,Green Gram,2016,4990,5615,625,12.525050100200401
Shegaon,Black Gram,2016,7625,8250,625,8.19672131147541
Jalgaon,Methi (Bhaji),2016,456,1081,625,137.06140350877192
Satara,Carrot,2016,1708,2333,625,36.59250585480094
Akhadabalapur,Pigeon Pea (Tur),2016,7875,8500,625,7.936507936507937
Manchar,Ladies Finger,2015,3325,3950,625,18.796992481203006
Amarawati,Ginger (Fresh),2016,2058,2683,625,30.369290573372204
Ahmednagar,Green Gram,2015,7350,7975,625,8.503401360544217
Ratanagari,Bottle Gourd,2016,1250,1875,625,50.0
Shrirampur,Grapes,2015,2479,3104,625,25.211778943122226
Aurangabad,Tomato,2014,1144,1768,624,54.54545454545455
Aurangabad,Cluster Bean,2016,2124,2748,624,29.37853107344633
Chandrapur-Ganjwad,Flower,2016,271,895,624,230.25830258302582
Pune,Potato,2015,581,1205,624,107.40103270223752
Mumbai-Fruit Market,Chikoo,2016,1194,1818,624,52.26130653266332
Mumbai,Tomato,2014,460,1084,624,135.65217391304347
Gevrai,Wheat(Husked),2015,1523,2147,624,40.97176625082075
Ratanagari,Capsicum,2015,1424,2048,624,43.82022471910113
Pune,Carrot,2015,714,1338,624,87.39495798319328
Jalgaon,Black Gram,2015,10282,10906,624,6.068858198794009
Aurangabad,Sorgum(Jawar),2014,1645,2269,624,37.933130699088146
Sakri,Onion,2016,198,821,623,314.64646464646466
Ambad(Vadi Godri),Sorgum(Jawar),2016,1485,2108,623,41.95286195286195
Mumbai,Grapes,2014,3148,3771,623,19.790343074968234
Aarni,Soybean,2016,3075,3698,623,20.260162601626018
Majalgaon,Sorgum(Jawar),2015,1455,2078,623,42.81786941580756
Ambejogai,Gram,2014,2162,2785,623,28.8159111933395
Shegaon,Thymol/Lovage,2016,11065,11688,623,5.630366018978762
Kurdwadi,Onion,2016,220,843,623,283.1818181818182
Nandura,Pigeon Pea (Tur),2016,8543,9166,623,7.292520191970034
Lasalgaon,Onion,2016,343,966,623,181.6326530612245
Gevrai,Green Gram,2015,7413,8036,623,8.404154863078375
Mumbai,Flower,2016,758,1381,623,82.18997361477572
Akot,Gram,2015,4381,5004,623,14.22049760328692
Pune,Sweet Potato,2016,1006,1629,623,61.92842942345924
Pune,Gram,2014,3100,3723,623,20.096774193548388
Aurangabad,Cucumber,2016,1292,1915,623,48.21981424148607
Umared,Pigeon Pea (Tur),2015,6175,6798,623,10.089068825910932
Mumbai,Split Gram,2015,5845,6468,623,10.658682634730539
Nandurbar,Sunflower,2015,2866,3489,623,21.73761339846476
Malegaon,Bajri,2016,1600,2223,623,38.9375
Shegaon,Pigeon Pea (Tur),2016,7634,8257,623,8.160859313597065
Nashik,Onion,2016,170,793,623,366.47058823529414
Osmanabad,Wheat(Husked),2016,2418,3040,622,25.723738626964433
Karad,Cluster Bean,2015,2478,3100,622,25.10088781275222
Karad,Chikoo,2016,2389,3011,622,26.03599832565927
Aurangabad,Ladies Finger,2015,2105,2727,622,29.548693586698338
Kalvan,Pigeon Pea (Tur),2015,7592,8214,622,8.192834562697577
Lonar,Gram,2015,4142,4764,622,15.016900048285851
Sangrampur-Varvatbakal,PIGEON PEA (TUR),2016,4764,5386,622,13.056255247691016
Barshi,Pigeon Pea (Tur),2015,7543,8165,622,8.246055945910115
Aarni,Gram,2016,5938,6560,622,10.47490737622095
Patan,Ghevda,2016,2339,2961,622,26.59256092347157
Raver,Black Gram,2016,12059,12681,622,5.157973297951737
Amalner,Pigeon Pea (Tur),2016,6254,6876,622,9.945634793732012
Patan,Pavtta,2015,2467,3089,622,25.212809079854075
Satara,Cucumber,2014,1574,2196,622,39.51715374841169
Barshi-Vairag,Pigeon Pea (Tur),2015,4630,5252,622,13.434125269978402
Karad,Cluster Bean,2014,2100,2722,622,29.61904761904762
Karad,Ghevda,2014,2122,2744,622,29.3119698397738
Ramtek,Ladies Finger,2016,1069,1691,622,58.18521983161833
Sindi (Selu),Cotton,2016,3830,4452,622,16.240208877284594
Satara,Flower,2016,815,1437,622,76.31901840490798
Latur,Gram,2016,6423,7045,622,9.683948310758213
Barshi,Flower,2016,1019,1641,622,61.040235525024535
Pune,Bottle Gourd,2016,383,1004,621,162.1409921671018
Dindori-Vani,Onion,2015,1126,1747,621,55.150976909413856
Pune,Lentil,2015,7175,7796,621,8.655052264808363
Daryapur,Pigeon Pea (Tur),2016,5971,6592,621,10.400267961815441
Yeola,Gram,2014,2929,3550,621,21.20177534994879
Pune,Black Gram,2014,5853,6474,621,10.609943618657098
Tuljapur,Black Gram,2015,8480,9101,621,7.32311320754717
Dudhani,Gram,2015,3824,4445,621,16.239539748953973
Mangrulpeer,Pigeon Pea (Tur),2016,8514,9135,621,7.293868921775899
Manchar,Methi (Bhaji),2015,222,843,621,279.72972972972974
Sindi (Selu),Gram,2016,5208,5829,621,11.923963133640553
Dhule,Horse Gram,2015,2082,2703,621,29.827089337175792
Nandura,Soybean,2016,2249,2870,621,27.61227212094264
Ratanagari,Ladies Finger,2015,2132,2753,621,29.127579737335836
Phaltan,Onion,2016,200,821,621,310.5
Jalgaon,Mango(Raw),2015,1063,1684,621,58.419567262464724
Karad,Jaggery,2016,3240,3861,621,19.166666666666668
Dound,Lemon,2016,475,1096,621,130.73684210526315
Ausa,Gram,2014,1888,2508,620,32.83898305084746
Aurangabad,Bor,2015,1070,1690,620,57.94392523364486
Udgir,Tamarind,2016,6433,7053,620,9.637805067620084
Pathardi,Gram,2015,3580,4200,620,17.318435754189945
Karad,Bor,2015,590,1210,620,105.08474576271186
Nandura,Pigeon Pea (Tur),2016,5868,6488,620,10.565780504430812
Telhara,Pigeon Pea (Tur),2016,7050,7670,620,8.794326241134751
Karad,Chikoo,2014,1120,1740,620,55.357142857142854
Osmanabad,Tomato,2015,560,1180,620,110.71428571428571
Rahuri,Cabbage,2016,200,820,620,310.0
Ashti-Karanja,Gram,2016,5031,5651,620,12.323593718942556
Kamthi,LADIES FINGER,2016,660,1280,620,93.93939393939394
Pune,Tomato,2016,415,1035,620,149.3975903614458
Dound,Sorgum(Jawar),2015,1605,2225,620,38.62928348909657
Pune,BEET ROOT,2016,404,1024,620,153.46534653465346
Nandura,Soybean,2015,3080,3700,620,20.12987012987013
Shirpur,Cowpea,2015,4374,4994,620,14.17466849565615
Manchar,Green Chilli,2015,2470,3090,620,25.101214574898787
Satara,Green-Peas,2015,2625,3245,620,23.61904761904762
Pune,Flower,2015,415,1035,620,149.3975903614458
Jalna,Gram,2015,3748,4368,620,16.542155816435432
Satara,Shevga,2016,1100,1720,620,56.36363636363637
Amarawati-Fruit And Vegetables,Papai,2016,1660,2280,620,37.34939759036145
Nagpur,Wal Bhaji,2015,2487,3107,620,24.929634097305993
Amalner,Pigeon Pea (Tur),2015,7116,7736,620,8.712759977515459
Jalgaon,Potato,2014,1762,2382,620,35.18728717366629
Ramtek,Flower,2015,1406,2026,620,44.09672830725462
Chandrapur-Ganjwad,Carrot,2014,1610,2230,620,38.50931677018634
Pandharpur,Potato,2016,355,975,620,174.64788732394365
Paranda,Pigeon Pea (Tur),2015,8449,9069,620,7.3381465262161205
Kalyan,Guava,2016,2520,3140,620,24.603174603174605
Pune,Gram,2014,3147,3767,620,19.701302828090245
Pathardi,Wheat(Husked),2015,1513,2133,620,40.97818902842036
Dindori,Onion,2015,655,1275,620,94.65648854961832
Majalgaon,Soybean,2016,3064,3684,620,20.234986945169712
Telhara,Pigeon Pea (Tur),2015,8900,9520,620,6.966292134831461
Bhivandi,Wheat(Husked),2014,1460,2080,620,42.465753424657535
Hinganghat,Cotton,2016,4100,4720,620,15.121951219512194
Pune-Manjri,BOTTLE GOURD,2016,683,1303,620,90.77598828696925
Vai,Ginger (Fresh),2015,3081,3700,619,20.09087958455047
Hingoli,Turmeric,2015,6937,7556,619,8.923165633559176
Parner,Onion,2016,300,919,619,206.33333333333334
Indapur-Bhigwan,Bajri,2016,1475,2094,619,41.96610169491525
Khed (Shel Pimpalgaon),Ladies Finger,2016,1601,2220,619,38.663335415365395
Pune-Pimpri,Bottle Gourd,2015,1295,1914,619,47.7992277992278
Hinganghat,Gram,2015,2848,3467,619,21.734550561797754
Rahata,Bitter Gourd,2015,1536,2155,619,40.299479166666664
Sailu,Pigeon Pea (Tur),2016,8156,8775,619,7.58950465914664
Malkapur,Soybean,2015,3002,3621,619,20.61958694203864
Khamgaon,Gram,2016,4727,5346,619,13.094986249206684
Akluj,Potato,2015,1017,1636,619,60.86529006882989
Pune-Manjri,Ghosali(Bhaji),2016,3343,3962,619,18.516302722105895
Pandharpur,Tomato,2015,179,798,619,345.8100558659218
Phaltan,Bajri,2015,1275,1894,619,48.549019607843135
Samudrapur,Soybean,2015,3111,3730,619,19.89713918354227
Dhule,Onion,2016,281,900,619,220.28469750889678
Osmanabad,Sweet Potato,2015,736,1355,619,84.10326086956522
Chandrapur-Ganjwad,Flower,2016,833,1452,619,74.30972388955583
Malegaon,Sorgum(Jawar),2015,2151,2770,619,28.777312877731287
Satara,Flower,2016,1976,2595,619,31.32591093117409
Ambad(Vadi Godri),Wheat(Husked),2015,1537,2156,619,40.27325959661679
Karmala,Sunflower,2016,2575,3194,619,24.038834951456312
Manchar,Maize(Corn.),2016,783,1402,619,79.05491698595146
Pune,Snake Gourd,2015,695,1314,619,89.06474820143885
Nagpur,Soybean,2015,3154,3773,619,19.62587190868738
Ashti-Karanja,Soybean,2016,3100,3719,619,19.967741935483872
Sakri,Onion,2016,122,741,619,507.37704918032784
Jalgaon,Chavli (Shenga ),2016,1382,2000,618,44.7178002894356
Jalgaon,Potato,2014,1909,2527,618,32.3729701414353
Murud,Rice(Paddy-Hus),2015,2456,3074,618,25.1628664495114
Palghar(Bevur),Rice(Paddy-Hus),2016,2426,3044,618,25.474031327287715
Amarawati-Fruit And Vegetables,Ginger (Fresh),2016,2417,3035,618,25.56888705006206
Lonar,Pigeon Pea (Tur),2015,6624,7242,618,9.329710144927537
Aurangabad,Guava,2015,894,1512,618,69.12751677852349
Taloda,Green Gram,2015,5676,6294,618,10.887949260042284
Arvi,Soybean,2015,2736,3354,618,22.587719298245613
Wardha,Gram,2016,6451,7069,618,9.57991009145869
Karad,BOR,2016,2182,2800,618,28.32263978001833
Nandura,Gram,2016,4702,5320,618,13.143343258188006
Ahmednagar,Pigeon Pea (Tur),2016,7273,7891,618,8.497181355699162
Jalgaon,Wal Papdi,2016,1827,2445,618,33.825944170771756
Pune,Flower,2016,391,1009,618,158.05626598465474
Pune,Potato,2016,1305,1923,618,47.35632183908046
Gangapur,Onion,2016,183,801,618,337.7049180327869
Chandrapur-Ganjwad,Bitter Gourd,2014,955,1573,618,64.71204188481676
Ausa,Gram,2015,3508,4126,618,17.616875712656785
Pune-Manjri,Flower,2014,1088,1706,618,56.8014705882353
Kolhapur,Potato,2016,696,1313,617,88.64942528735632
Solapur,Jaggery,2015,1797,2414,617,34.33500278241514
Pune,Beet Root,2015,558,1175,617,110.57347670250896
Chandrapur-Ganjwad,Wal Bhaji,2015,1300,1917,617,47.46153846153846
Majalgaon,Sorgum(Jawar),2016,1303,1920,617,47.35226400613968
Phaltan,BRINJAL,2016,650,1267,617,94.92307692307692
Lonar,Gram,2015,4211,4828,617,14.65210163856566
Dound,Cowpea,2015,5833,6450,617,10.577747299845706
Chandur Bajar,Black Gram,2016,5633,6250,617,10.953310846795668
Rahata,Ginger (Fresh),2016,1550,2167,617,39.806451612903224
Ulhasnagar,Onion,2016,850,1467,617,72.58823529411765
Aurangabad,Bor,2015,1500,2117,617,41.13333333333333
Sangrampur,Green Gram,2016,5083,5700,617,12.138500885303955
Kolhapur,Potato,2015,671,1288,617,91.95230998509687
Palus,Bitter Gourd,2016,1443,2060,617,42.75814275814276
Dondaicha,Pigeon Pea (Tur),2015,4789,5406,617,12.883691793693881
Nashik,Squash Gourd,2016,910,1527,617,67.8021978021978
Manmad,Green Gram,2015,7254,7871,617,8.505652054039151
Kalyan,Rice(Paddy-Hus),2015,2733,3350,617,22.575923893157704
Ahmednagar,Potato,2015,250,867,617,246.8
Nashik-Devlali,Coriander  ,2016,715,1332,617,86.2937062937063
Ahmednagar,Potato,2016,533,1150,617,115.75984990619136
Lasur Station,Sorgum(Jawar),2015,1423,2040,617,43.35910049191848
Shrirampur,Gram,2016,5258,5875,617,11.734499809813617
Ramtek,Spinach,2016,2300,2917,617,26.82608695652174
Nashik,Shepu,2015,708,1325,617,87.14689265536722
Baramati,Sorgum(Jawar),2015,1475,2092,617,41.83050847457627
Akluj,Tomato,2015,1063,1679,616,57.94920037629351
Ratanagari,Ladies Finger,2015,2316,2932,616,26.597582037996546
Beed,Sorgum(Jawar),2015,1610,2226,616,38.26086956521739
Shahapur,Ladies Finger,2016,2179,2795,616,28.269848554382744
Sailu,Green Gram,2016,4197,4813,616,14.67715034548487
Phaltan,Bajri,2016,1617,2233,616,38.095238095238095
Nandura,Pigeon Pea (Tur),2014,4406,5022,616,13.980935088515661
Nagpur,Soybean,2014,2817,3433,616,21.867234646787363
Solapur,Green Peas (Dry),2014,3538,4154,616,17.410966647823628
Mumbai,Bitter Gourd,2014,2328,2944,616,26.460481099656356
Pune-Manjri,Flower,2014,892,1508,616,69.05829596412556
Shevgaon,Gram,2016,6046,6662,616,10.188554416142905
Nagpur,Gram,2016,3771,4387,616,16.335189604879343
Kada,Wheat(Husked),2014,1407,2023,616,43.78109452736319
Khamgaon,Cotton,2016,4817,5433,616,12.78804235001038
Amarawati-Fruit And Vegetables,Lemon,2016,1613,2229,616,38.18970861748295
Mumbai,Ridge Gourd,2014,2368,2984,616,26.013513513513512
Osmanabad,Gram,2015,3331,3947,616,18.49294506154308
Satara,Brinjal,2015,812,1428,616,75.86206896551724
Karanja,Black Gram,2015,5217,5833,616,11.807552233084149
Loha,Turmeric,2014,5134,5750,616,11.998441760810284
Lasur Station,Pigeon Pea (Tur),2015,5045,5661,616,12.210109018830526
Nashik,Potato,2014,1942,2558,616,31.71987641606591
Kej,Pigeon Pea (Tur),2016,6884,7500,616,8.94828588030215
Latur,Green Gram,2015,6838,7454,616,9.008482012284293
Satara,Ladies Finger,2015,1288,1904,616,47.82608695652174
Devala,Onion,2016,301,917,616,204.65116279069767
Ambad(Vadi Godri),Sorgum(Jawar),2015,1385,2001,616,44.47653429602888
Majalgaon,Soybean,2016,3051,3667,616,20.190101606030808
Kolhapur,Potato,2015,638,1254,616,96.55172413793103
Akluj,Bor,2015,716,1332,616,86.03351955307262
Latur-Murud,Soybean,2016,3108,3724,616,19.81981981981982
Junnar (Alephata),Onion,2015,895,1510,615,68.71508379888269
Kamthi,Onion,2016,614,1229,615,100.1628664495114
Aurangabad,Brinjal,2015,1250,1865,615,49.2
Ratanagari,Tomato,2015,552,1167,615,111.41304347826087
Anajngaon Surji,Black Gram,2015,7125,7740,615,8.631578947368421
Kalvan,Wheat(Husked),2015,1324,1939,615,46.45015105740181
Arvi,Soybean,2015,3082,3697,615,19.954574951330304
Mumbai,Green-Peas,2015,2731,3346,615,22.519223727572317
Shegaon,Soybean,2016,3156,3771,615,19.486692015209126
Paithan,Pigeon Pea (Tur),2016,7636,8251,615,8.053954950235726
Pusad,Gram,2014,2188,2803,615,28.107861060329068
Parbhani,Green Gram,2015,7001,7616,615,8.78445936294815
Lonar,Black Gram,2016,6588,7203,615,9.335154826958105
Sonpeth,Gram,2016,5022,5637,615,12.246117084826762
Kalamb (Os),Coriander (Dry),2016,6490,7105,615,9.476117103235747
Ramtek,Onion,2015,3000,3615,615,20.5
Nashik,Kanda Pat,2016,650,1265,615,94.61538461538461
Pune-Manjri,Flower,2015,650,1265,615,94.61538461538461
Majalgaon,Bajri,2016,1432,2047,615,42.94692737430167
Karanja,Pigeon Pea (Tur),2015,6896,7511,615,8.918213457076567
Amarawati,Ginger (Fresh),2016,2705,3320,615,22.735674676524955
Mumbai,Melon,2015,1685,2300,615,36.49851632047478
Manchar,Wal Papdi,2015,2100,2715,615,29.285714285714285
Kolhapur,Water Melon,2016,210,825,615,292.85714285714283
Kurdwadi-Modnimb,Onion,2016,111,726,615,554.0540540540541
Kopargaon,Soybean,2016,3032,3647,615,20.28364116094987
Solapur,Banana,2014,525,1140,615,117.14285714285714
Nampur,Onion,2016,400,1015,615,153.75
Varora,Soybean,2015,3020,3635,615,20.364238410596027
Dound,Sorgum(Jawar),2016,1855,2470,615,33.15363881401617
Jalgaon,Brinjal,2015,711,1326,615,86.49789029535864
Shrirampur,Ladies Finger,2015,2250,2865,615,27.333333333333332
Lasur Station,Gram,2014,2114,2729,615,29.091769157994325
Katol,Gram,2016,5111,5726,615,12.03287027978869
Pune-Moshi,Ghevda,2016,1996,2611,615,30.811623246492985
Ramtek,Cluster Bean,2016,2414,3029,615,25.476387738193868
Nashik,Cabbage,2016,639,1254,615,96.24413145539906
Ausa,Pigeon Pea (Tur),2015,6554,7169,615,9.38358254501068
Gevrai,Sorgum(Jawar),2015,1185,1800,615,51.89873417721519
Shahapur,Ghosali(Bhaji),2015,1980,2595,615,31.060606060606062
Mehkar,Soybean,2015,3263,3878,615,18.847686178363467
Kamthi,Spinach,2015,607,1221,614,101.15321252059309
Aurangabad,Mango(Raw),2015,1229,1843,614,49.959316517493896
Shahapur,Bitter Gourd,2015,3329,3943,614,18.443977170321418
Patan,Green Chilli,2014,2295,2909,614,26.753812636165577
Lasalgaon,Wheat(Husked),2016,1554,2168,614,39.51093951093951
Baramati,Soybean,2015,3001,3615,614,20.459846717760747
Satara,Bitter Gourd,2014,1977,2591,614,31.057157309054123
Jalgaon,Potato,2016,1157,1771,614,53.06828003457217
Mangalwedha,Wheat(Husked),2016,1759,2373,614,34.90619670267197
Mumbai,Cluster Bean,2015,2929,3543,614,20.96278593376579
Kolhapur-Laxmipuri,Gram,2015,3500,4114,614,17.542857142857144
Chandur Bajar,Soybean,2016,3060,3674,614,20.065359477124183
Risod,Gram,2016,6045,6659,614,10.157154673283706
Aurangabad,Cluster Bean,2014,2619,3233,614,23.444062619320352
Nagpur,Gram,2014,2247,2861,614,27.325322652425456
Barshi,Cabbage,2016,872,1486,614,70.41284403669725
Pune,Wal Bhaji,2015,2077,2691,614,29.56186807896004
Karad,Cluster Bean,2015,2100,2714,614,29.238095238095237
Akluj,Cabbage,2016,938,1552,614,65.45842217484008
Lasur Station,Pigeon Pea (Tur),2016,5725,6339,614,10.724890829694322
Bhokar,Gram,2014,3013,3627,614,20.37836043810156
Murbad,Ghosali(Bhaji),2016,3243,3857,614,18.93308664816528
Katol,Soybean,2015,3156,3770,614,19.455006337135615
Aurangabad,Chavli (Shenga ),2016,2229,2843,614,27.545984746523104
Nashik,Cabbage,2014,592,1206,614,103.71621621621621
Amarawati,Ginger (Fresh),2016,2595,3209,614,23.660886319845858
Jalkot,Black Gram,2015,7776,8390,614,7.8960905349794235
Loha,Black Gram,2015,7854,8468,614,7.817672523554877
Satara,CLUSTER BEAN,2016,3000,3614,614,20.466666666666665
Chalisgaon,Pigeon Pea (Tur),2016,7000,7614,614,8.771428571428572
Lonand,Wheat(Husked),2016,1500,2114,614,40.93333333333333
Umared,Cotton,2015,3650,4264,614,16.82191780821918
Karad,Ginger (Fresh),2015,2255,2868,613,27.184035476718403
Karad,Ghevda,2015,1800,2413,613,34.05555555555556
Barshi,Onion,2015,1297,1910,613,47.26291441788743
Tasgaon,BLACK GRAM,2016,5350,5963,613,11.457943925233645
Majalgaon,Sorgum(Jawar),2016,1354,1967,613,45.27326440177253
Akole,Paddy-Unhusked,2016,1500,2113,613,40.86666666666667
Ahmednagar,Gram,2015,4318,4931,613,14.196387216303844
Nandurbar,Wheat(Husked),2015,1324,1937,613,46.299093655589125
Karanja,Green Gram,2014,6432,7045,613,9.53047263681592
Chandur Bajar,Soybean,2016,3375,3988,613,18.16296296296296
Ambad(Vadi Godri),Sorgum(Jawar),2016,1551,2164,613,39.52288845905867
Pusad,Ground Nut Pods (Dry),2016,5487,6100,613,11.17186076180062
Gadhinglaj,Jaggery,2015,1794,2407,613,34.16945373467112
Lonand,Sorgum(Jawar),2015,1600,2213,613,38.3125
Mantha,Wheat(Husked),2015,1450,2063,613,42.275862068965516
Sangrampur,Green Gram,2015,4700,5313,613,13.042553191489361
Pune-Moshi,Ginger (Fresh),2016,2047,2660,613,29.946262823644357
Shirala,Soybean,2014,2620,3233,613,23.396946564885496
Lonar,Gram,2016,6367,6980,613,9.627768179676456
Lonand,Onion,2016,400,1013,613,153.25
Aurangabad,Chikoo,2015,780,1393,613,78.58974358974359
Umared,Wheat(Husked),2015,1475,2088,613,41.559322033898304
Mumbai,Split Lentil,2016,5433,6046,613,11.282900791459598
Barshi-Vairag,Soybean,2014,2650,3263,613,23.132075471698112
Jalna,Soybean,2015,3100,3713,613,19.774193548387096
Varora,Gram,2015,3789,4401,612,16.152019002375297
Pune-Moshi,Chavli (Shenga ),2016,2038,2650,612,30.029440628066734
Kolhapur,FLOWER,2016,250,862,612,244.8
Balapur,Pigeon Pea (Tur),2015,4413,5025,612,13.868116927260367
Karad,Green Chilli,2016,2873,3485,612,21.301775147928993
Phaltan,PAVTTA,2016,2463,3075,612,24.84774665042631
Pune-Manjri,Lemon,2016,0,612,612,inf
Shirpur,Chillies(Red),2016,2606,3218,612,23.48426707597851
Rahuri,Cabbage,2016,138,750,612,443.4782608695652
Arvi,Soybean,2014,2803,3415,612,21.833749554049234
Dhule,Wheat(Husked),2015,1099,1711,612,55.686988171064606
Nandurbar,Ground Nut Pods (Dry),2015,2594,3206,612,23.5929067077872
